N°;Désignation;Code Barre;Référence;Unité;Prix de Vente;Niveau d'Alerte;Stock Boutique;Stock Atelier;Stock Magasin1;Stock Magasin2;Stock Magasin3;Qté par Carton;Prix Achat Carton;Prix Achat Unitaire
1;HUILE AYA VEGETALE 90CL;6186000195053;;BIDON;1 500,00;5;13,00;0,00;0,00;0,00;0,00;0;0;1334
2;HUILE AYA VEGETALE 45CL;6186000195008;;BIDON;750,00;5;13,00;0,00;0,00;0,00;0,00;0;0;667
3;HUILE AYA VEGETALE 5L;6186000195251;;BIDON;7 200,00;2;7,00;0,00;4,00;0,00;0,00;0;0;6625
4;SIROP MENTHE 100CL;3014400003032;;BOUTEILLE;2 300,00;2;6,00;0,00;0,00;0,00;0,00;0;0;2084
5;VEGA MOUTARDE DE 370G;8886409508376;;BOITE;1 000,00;4;0,00;0,00;0,00;0,00;0,00;0;0;834
6;DAFANI MANGUE 0.5L;9504000004002;;UNITE;750,00;10;1,00;0,00;0,00;0,00;0,00;0;0;584
7;DAFANI COCKTAIL DE 1L;9504000004149;;BIDON;1 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1000
8;VEGA POIS DE 800G;8886409518504;;BOITE;1 100,00;2;1,00;0,00;0,00;0,00;0,00;0;0;875
9;NURSIE N°3 DE 400G;10487533;;BOITE;3 500,00;2;5,00;0,00;0,00;0,00;0,00;0;0;3167
10;NESCAFE CLASSIC DE 50G;6181002001920;;BOITE;1 400,00;5;27,00;0,00;0,00;0,00;0,00;0;0;1250
11;NURSIE N°1 DE 400G;10455539;;BOITE;3 500,00;2;6,00;0,00;0,00;0,00;0,00;0;0;3042
12;France LAIT N°2 400G;3043931261116;;BOITE;3 950,00;2;4,00;0,00;0,00;0,00;0,00;0;0;3750
13;MAYONNAISE BAMA DE 226ML;8410300572053;;BOUTEILLE;850,00;5;12,00;0,00;0,00;0,00;0,00;0;0;771
14;MAYONNAISE BAMA DE 385ML;8410300367680;;BOUTEILLE;1 350,00;5;13,00;0,00;0,00;0,00;0,00;0;0;1188
15;VINAIGRE REGAL ROUGE DE 1L;6186000118014;;BIDON;850,00;5;9,00;0,00;0,00;0,00;0,00;0;0;500
16;HUILE DINOR DE 90CL;6181100220063;;BIDON;1 625,00;5;15,00;0,00;0,00;0,00;0,00;0;0;1467
17;BLEDILAIT CROISSANCE DE 900G;5900852066184;;BOITE;7 250,00;1;3,00;0,00;0,00;0,00;0,00;0;0;6167
18;FRANCE LAIT N°1 DE 900G;3043931162116;;BOITE;8 500,00;1;2,00;0,00;0,00;0,00;0,00;0;0;7917
19;NESTLE NIDO DE 800G;8445290343956;;BOITE;6 750,00;2;5,00;0,00;0,00;0,00;0,00;0;0;6067
20;NESTLE NIDO DE 2500G;8717896009315;;BOITE;17 500,00;1;0,00;0,00;0,00;0,00;0,00;0;0;17167
21;VINAIGRE REGAL BLANC DE 500ML;6186000118052;;BIDON;600,00;5;1,00;0,00;0,00;0,00;0,00;0;0;417
22;NESCAFE CLASSIC DE 25G;6181002002279;;STICK;575,00;12;40,00;0,00;0,00;0,00;0,00;0;0;375
23;THE VICTORIA MENTHE;8901035053783;;PAQUET;500,00;5;7,00;0,00;0,00;0,00;0,00;0;0;396
24;THE VICTORIA GINGINBRE;8901035054087;;PAQUET;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;397
25;THE VICTORIA FRAISE;8901035053752;;PAQUET;500,00;5;22,00;0,00;0,00;0,00;0,00;0;0;397
26;BRIDEL LAIT DE 1L;3428200320501;;BIDON;1 700,00;5;3,00;0,00;0,00;0,00;0,00;0;0;771
27;BRIDEL LAIT DE 0.5L;3155250003312;;BIDON;900,00;5;0,00;0,00;0,00;0,00;0,00;0;0;385
28;MAYONNAISE BAMA DE 840ML;8410300363439;;BOUTEILLE;2 450,00;5;10,00;0,00;24,00;0,00;0,00;0;0;2167
29;NESTLE NIDO N°1 DE 400G;6009188007829;;BOITE;3 375,00;5;2,00;0,00;0,00;0,00;0,00;0;0;3167
30;HUILE DINOR DE 5L;6181100220094;;BIDON;7 200,00;2;3,00;0,00;0,00;0,00;0,00;0;0;6500
31;BLEDINE LACTEE CROISSANCE DE 250G;3041091606266;;PAQUET;1 750,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1500
32;BLEDINE BANANE &LAIT DE 250G;3041091606235;;UNITE;1 750,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1500
33;BLEDINE FRUITS&LAIT DE 250G;3041091606273;;PAQUET;1 750,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1500
34;BISTELLA 3 PIECES;8690705162343;;PAQUET;6 100,00;1;3,00;0,00;0,00;0,00;0,00;0;0;5334
35;BISTELLA 6 PIECES;8690705172342;;PAQUET;2 500,00;1;1,00;0,00;0,00;0,00;0,00;0;0;2042
36;MILO 400G;6033000089199;;BOITE;2 500,00;2;2,00;0,00;0,00;0,00;0,00;0;0;1209
37;THE VICTORIA DE 100 SACHETS;8901035049267;;PAQUET;2 600,00;4;22,00;0,00;0,00;0,00;0,00;0;0;1292
38;RIZ BRISURE CINDY DE 50KG;;;KG;33 000,00;1;2,00;0,00;3,00;0,00;0,00;0;0;32000
39;RIZ CAPITAIN DE 25G;;;KG;15 000,00;1;2,00;0,00;0,00;0,00;0,00;0;0;12500
40;RIZ CINDY VERT DE 50KG;;;KG;38 000,00;1;1,00;0,00;2,00;0,00;0,00;0;0;37000
41;RIZ DOUBLE STAR DE 5KG;;;KG;5 000,00;2;7,00;0,00;0,00;0,00;0,00;0;0;4200
42;RIZ DOUBLE STAR PARABOL 50KG;;;KG;23 500,00;1;1,00;0,00;3,00;0,00;0,00;0;0;22000
43;RIZ UNCLE SAM DE 5KG;;;KG;5 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;4700
44;BONNET ROUGE DE 170G;8716200681018;;BOITE;500,00;10;23,00;0,00;0,00;0,00;0,00;0;0;443
45;QUAKER;6290400030095;;BOITE;1 425,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1270
46;LIPTON YELLOW 25×24P;8720608603534;;PAQUET;550,00;5;25,00;0,00;0,00;0,00;0,00;0;0;511
47;MAQUEREAU SAUCE TOMATE 425G;6921224454094;;BOITE;750,00;5;8,00;0,00;0,00;0,00;0,00;0;0;709
48;MAQUEREAU SAUCE NOOMA DE 155G;6921224454100;;BOITE;600,00;5;23,00;0,00;0,00;0,00;0,00;0;0;320
49;SEL DE MER DE 750G;8428818241163;;BOITE;1 150,00;5;5,00;0,00;0,00;0,00;0,00;0;0;980
50;ORO DE 300ML;8410498000451;;UNITE;1 250,00;5;29,00;0,00;0,00;0,00;0,00;0;0;875
51;ORO DE 750ML;8410498010689;;LITRE;2 250,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1960
52;KALTOX PAALGA DE 300ML;;;LITRE;1 700,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1459
53;PRAN HUILE OLIVE DE 250ML;840205733293;;BOUTEILLE;1 850,00;5;4,00;0,00;0,00;0,00;0,00;0;0;1709
54;PRAN HUILE OLIVE DE 500ML;6702215506554;;BOUTEILLE;2 775,00;2;5,00;0,00;0,00;0,00;0,00;0;0;2667
55;EAU DE JAVEL LA CROIX 1.5L;8718951636859;;BIDON;1 850,00;2;4,00;0,00;0,00;0,00;0,00;0;0;1625
56;EAU DE JAVEL LA CROIX DE 5L;8718951638044;;BIDON;5 175,00;1;2,00;0,00;0,00;0,00;0,00;0;0;4334
57;JADIDA DE 500G;6046000002907;;BOITE;1 250,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1063
62;NIVEA LAIT DE 400ML;4005900378170;;BIDON;2 500,00;2;2,00;0,00;0,00;0,00;0,00;0;0;2084
63;NIVEA LAIT MAXIMUM DE 400ML;4005900098405;;BIDON;2 700,00;2;5,00;0,00;0,00;0,00;0,00;0;0;2292
64;SUCRE DIABETUQUE SUSSLI 72G;4061458011440;;UNITE;1 500,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1292
65;PATTE DE TOMATE SALSA SE 400G;8010966215174;;BOITE;800,00;5;39,00;0,00;0,00;0,00;0,00;0;0;709
66;PATTE DE TOMATE SALSA DE 800G;8010966215181;;BOITE;1 600,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1417
67;PATTE DE TOMATE SALSA DE 2200G;8010966215198;;BOITE;3 650,00;2;2,00;0,00;0,00;0,00;0,00;0;0;3417
68;PATTE DE TOMATE GILDA DE 800G;8008414000106;;BOITE;1 500,00;5;21,00;0,00;12,00;0,00;0,00;0;0;1375
69;PATTE DE TOMATE GILDA DE 2200G;8008414000083;;BOITE;3 750,00;2;6,00;0,00;0,00;0,00;0,00;0;0;3334
70;RAMBO 1ER DE 300ML;5060148950099;;UNITE;1 200,00;5;16,00;0,00;0,00;0,00;0,00;0;0;625
71;VASELINE PETROLEUM DE 250ML;6001087005661;;BOITE;1 500,00;2;0,00;0,00;0,00;0,00;0,00;0;0;1292
72;LANGUES DE CHAT DE 200G;3258561020372;;PAQUET;1 500,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1417
73;MAGGI POULET;6181002021232;;PAQUET;1 700,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1584
74;MAGGI JUMBO SIMPLE;8410300342465;;PAQUET;1 250,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1084
75;VEGA CHAMPION 400G;8886409517507;;BOITE;950,00;5;12,00;0,00;0,00;0,00;0,00;0;0;813
76;SAVON LE CHAT DE 125G;3178041358804;;PAQUET;2 600,00;2;6,00;0,00;0,00;0,00;0,00;0;0;2438
77;YAOURT HOLLANDIA DE 1L;6151100052186;;UNITE;1 300,00;5;0,00;0,00;0,00;0,00;0,00;0;0;917
78;PRAN PINEAPPLE DE 1L;831730000264;;UNITE;1 300,00;4;0,00;0,00;0,00;0,00;0,00;0;0;1084
79;LAIT CONCENTRE OKI DE 1KG;8888168011746;;BOITE;1 200,00;5;18,00;0,00;0,00;0,00;0,00;0;0;1105
80;DEODORANT AXE 1ER;6001087379267;;UNITE;1 500,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1167
81;BISCUITS BIFA 2000;8690562002189;;UNITE;1 250,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1167
82;FARINE DE BLE DOUCINE DE 500G;6188000003307;;SACHET;500,00;5;8,00;0,00;0,00;0,00;0,00;0;0;417
83;MAY0NNAISE JADIDA DE 5L;6046000002976;;BOITE;8 675,00;2;1,00;0,00;0,00;0,00;0,00;0;0;7875
84;BISCUITS FOURÉS AU CHOCOLAT;6194002510064;;UNITE;500,00;5;22,00;0,00;0,00;0,00;0,00;0;0;450
85;COLGATE MAX FRESH ROUGE;8718951579262;;UNITE;750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;709
86;COLGATE MAX FRESH BLEU;8718951291010;;UNITE;750,00;5;0,00;0,00;0,00;0,00;0,00;0;0;709
87;COLGATE MAX FRESH VERT;8718951288881;;UNITE;750,00;5;7,00;0,00;0,00;0,00;0,00;0;0;709
88;COLGATE POUR ENFANT;6920354812866;;UNITE;500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;447
89;COLGATE DE 100G;9556031159480;;UNITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;584
90;PRAN MANGO DE 1L;831730000295;;UNITE;1 300,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1084
91;SENSODYNE COMPLET DE 75ML;5054563100108;;UNITE;1 850,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1750
92;SENSODYNE AU FRAICHEUR INTENSE DE 75ML;5054563110893;;UNITE;1 800,00;5;7,00;0,00;0,00;0,00;0,00;0;0;1834
93;SAVON SPRING DE 300G;6181100536591;;UNITE;500,00;5;15,00;0,00;0,00;0,00;0,00;0;0;384
94;MON SAVON AU LAIT DE 200G;3181730201398;;UNITE;1 250,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1105
95;CYCLONE DE 35CL;9780201379761;;BIDON;700,00;5;21,00;0,00;0,00;0,00;0,00;0;0;480
96;COLGATE AU CHARBON DE 120G;8718951350885;;UNITE;1 200,00;5;12,00;0,00;0,00;0,00;0,00;0;0;584
97;COLGATE AU TRIPLE ACTION 100ML;6920354812521;;UNITE;750,00;5;8,00;0,00;0,00;0,00;0,00;0;0;542
98;COLGATE MAXIMUM DE 140G;8850006324424;;UNITE;750,00;5;5,00;0,00;0,00;0,00;0,00;0;0;709
101;BROLI  POULET DE 190G;8718182021912;;BOITE;750,00;5;0,00;0,00;0,00;0,00;0,00;0;0;521
102;CAPPUCCINO TORA BIKA 20X25G;8996001414019;;PAQUET;2 500,00;5;5,00;0,00;0,00;0,00;0,00;12;0;1917
103;BELLE France-NECTAR MULTIFRUITS DE 1L;3258561300399;;UNITE;1 700,00;5;-4,00;0,00;0,00;0,00;0,00;0;0;1100
105;SODA CRACKER DE 100G;6926768537005;;UNITE;500,00;10;28,00;0,00;0,00;0,00;0,00;0;0;417
106;SODA CRACKER DE 230G;6943826709266;;UNITE;1 000,00;10;25,00;0,00;0,00;0,00;0,00;0;0;730
107;MALIA GOYAVE DE 1L;6186000504275;;UNITE;1 100,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;917
108;COLGATE HERBAL DE 125ML;7891024133774;;UNITE;900,00;5;23,00;0,00;0,00;0,00;0,00;0;0;750
109;GEL-HYDRO ALCOOLIQUE 475ML;;;BIDON;1 600,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1542
110;HUILE BONITA DE 1L;8697999062939;;BIDON;2 000,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1917
111;BONBON ZOODO;2362644252923;;PAQUET;800,00;5;14,00;0,00;0,00;0,00;0,00;0;0;750
112;CHEWING-GUM ETALON;7423442529466;;PAQUET;800,00;5;18,00;0,00;0,00;0,00;0,00;0;0;750
113;DIAMON AU RAISIN BLANC DE 750ML;8436015885837;;BOUTEILLE;2 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1542
114;DIAMON AU RAISIN ROUGE DE 750ML;8436015885844;;BOUTEILLE;2 500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1542
115;CLOSE-UP VERT 140G;8934839126261;;UNITE;800,00;5;20,00;0,00;0,00;0,00;0,00;0;0;667
116;FRUTELLI ANANAS & COCO DE 1L;6253500771480;;UNITE;1 100,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;1000
117;FRUTELLI MANGUE DE 1L;6253500771442;;UNITE;1 100,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1000
118;FRUTELLI TROPICAL DE 1L;6253500771602;;UNITE;1 100,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1000
119;CIRAGE NEUTRE KIWI DE 50CL;6001298959951;;BOITE;750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;542
120;CIRAGE NOIRE KIWI DE 50CL;6001298959999;;BOITE;750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;542
121;LINGETTE SOFTCARE;6033000410498;;PAQUET;1 000,00;5;8,00;0,00;0,00;0,00;0,00;0;0;750
122;POTATA JAUNE;840205706587;;PAQUET;2 500,00;2;5,00;0,00;0,00;0,00;0,00;0;0;1950
123;POTATA ROUGE;840205706594;;PAQUET;2 500,00;2;5,00;0,00;0,00;0,00;0,00;0;0;2050
124;HUB ANANAS BOUTEILLE DE 250ML;6224003064669;;BOUTEILLE;600,00;5;4,00;0,00;0,00;0,00;0,00;0;0;417
125;HUB ANANAS DE 1L;6224003064683;;BOUTEILLE;2 000,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1667
126;HUB GOYAVE DE 1L;6224009091447;;UNITE;1 100,00;5;16,00;0,00;0,00;0,00;0,00;0;0;834
127;HUB POMME DE 1L;6224009091485;;UNITE;1 100,00;5;0,00;0,00;0,00;0,00;0,00;0;0;834
128;BRAVO MELON DE 1L;9008700124478;;LITRE;1 750,00;5;13,00;0,00;12,00;0,00;0,00;0;0;1542
129;OLIVE CRESPO  DENO DE 333G;3076820005188;;BOITE;1 500,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1334
130;OLIVE CRESPO ENTIERE DE 200G;3076820005164;;BOUTEILLE;1 400,00;5;24,00;0,00;24,00;0,00;0,00;0;0;1167
131;MALIA COCKTAIL DE 0,5 L;6186000504213;;UNITE;750,00;5;10,00;0,00;0,00;0,00;0,00;0;0;542
132;SARDINE DELMONACO DE 125G;;;BOITE;375,00;5;36,00;0,00;0,00;0,00;0,00;0;0;320
133;VEGA SARDINE VEGETALE DE 125 G;8886409508901;;BOITE;350,00;5;0,00;0,00;0,00;0,00;0,00;0;0;330
134;BISCUIT COOKIE CHOCOLAT;8901972061155;;PAQUET;1 000,00;5;24,00;0,00;0,00;0,00;0,00;0;0;730
135;SEL DE MER IODE DE 500G;8428818000630;;BOITE;900,00;5;3,00;0,00;0,00;0,00;0,00;0;0;730
136;HUILE AYA VEGETALE DE 3L;6186000195206;;BIDON;4 850,00;5;9,00;0,00;6,00;0,00;0,00;0;0;4334
137;PATTE DENTIFRICE ABAAN;6941352001298;;UNITE;750,00;5;2,00;0,00;0,00;0,00;0,00;0;0;542
138;ALOE VERA TRIPLE ACTION;6941352000628;;UNITE;500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;434
139;PATTE DENTIFRICE SIGNALE DE 140G;8934839125424;;;800,00;5;4,00;0,00;0,00;0,00;0,00;0;0;667
140;BLUE BAND DE 450G;6034000482492;;BOITE;1 200,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1042
141;BLUE BAND DE 900G;6034000482096;;BOITE;2 000,00;2;6,00;0,00;0,00;0,00;0,00;0;0;2167
142;EVERYDAY CREME A RECURER DE 750ML;5400141731187;;BOITE;1 500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1134
143;FATALA 300ML;6970439911007;;UNITE;1 000,00;5;29,00;0,00;0,00;0,00;0,00;0;0;875
144;FATALA 400ML;6970439911014;;UNITE;1 475,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1334
145;HUB GOYAVE BOUTEILLE DE 1L;6224009091287;;BOUTEILLE;2 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1667
146;HUB MANGE BOUTEILLE DE 1L;6224009091270;;BOUTEILLE;2 000,00;2;0,00;0,00;0,00;0,00;0,00;0;0;1667
147;FATALA 750ML;6970439911076;;UNITE;2 500,00;5;8,00;0,00;12,00;0,00;0,00;0;0;1917
148;LIQUIDE DETERGENTE MADAR DE 400ML;6210290115955;;BOITE;650,00;5;4,00;0,00;0,00;0,00;0,00;0;0;520
149;LIQUIDE DETERGENTE MADAR DE 750ML;6210290115764;;BIDON;950,00;5;2,00;0,00;0,00;0,00;0,00;0;0;834
150;LIQUIDE DETERGENTE MADAR DE 2L;745760151080;;BIDON;2 200,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1917
151;KRACKS TOMATE DE 160G;8887290527026;;BOITE;1 500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;1322
152;KRACKS ORIGINAL DE 160G;8887290521024;;BOITE;1 500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1332
153;KRACKS PAPRIKA DE 160G;8887290526029;;BOITE;1 500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1332
154;KRACKS CHEESE DE 160G;8887290524025;;;1 500,00;5;21,00;0,00;0,00;0,00;0,00;0;0;1332
155;KRACKS BARBEQUE DE 160G;8887290523028;;;1 500,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1332
156;VEGA POULET DE 200G;8886409508017;;BOITE;400,00;5;48,00;0,00;0,00;0,00;0,00;0;0;260
157;VEGA POULET DE 200G;8886409518955;;BOITE;650,00;5;12,00;0,00;0,00;0,00;0,00;0;0;521
158;VEGA POULET DE 340G;8886409508017;;BOITE;900,00;5;24,00;0,00;0,00;0,00;0,00;0;0;709
159;VEGA BŒUF DE 200G;8886409519655;;BOITE;700,00;5;15,00;0,00;0,00;0,00;0,00;0;0;521
160;VEGA MOUTARDE DE 1KG;8886409508390;;BOUTEILLE;2 600,00;2;6,00;0,00;0,00;0,00;0,00;0;0;2084
161;MOUTARDE BROLI DE 1KG;8718182021899;;BOITE;2 500,00;2;3,00;0,00;0,00;0,00;0,00;0;0;2167
162;MOUTARDE OLARA DE 850G;3760233510079;;BOUTEILLE;2 250,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1834
163;REDBULL 250ML;9002490100070;;UNITE;800,00;5;32,00;0,00;0,00;0,00;0,00;0;0;688
164;AROME MAGGI LIQUIDE DE 250ML;6181002011646;;BIDON;950,00;5;13,00;0,00;0,00;0,00;0,00;0;0;432
165;SAVON DE MARSEILLE BF DE 260G;6181001995770;;UNITE;450,00;5;30,00;0,00;0,00;0,00;0,00;0;0;375
166;KRACKS CHEESE DE 45G;8887290524018;;BOITE;750,00;5;-3,00;0,00;0,00;0,00;0,00;0;0;625
167;KRACKS TOMATE DE 45G;8887290527019;;BOITE;750,00;5;2,00;0,00;0,00;0,00;0,00;0;0;625
168;KRACKS ONION DE 45G;8887290522014;;BOITE;750,00;5;19,00;0,00;0,00;0,00;0,00;0;0;625
169;DURALEX N°1 DE 28CL;3550190014303;;CARTON;2 250,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1458
170;KRACKS CREME&ONION;8887290522021;;BOITE;1 500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1322
171;CHICORÉE NATUREL DE 50 STICKS;3067140041710;;STICK;75,00;5;250,00;0,00;0,00;0,00;0,00;0;0;40
172;CHEWING-GUM HOLLYWOOD;6186000166008;;UNITE;100,00;5;69,00;0,00;0,00;0,00;0,00;0;0;80
173;EAU DE JAVEL LA CROIX DE 800ML;8718951096974;;BIDON;1 000,00;5;9,00;0,00;0,00;0,00;0,00;0;0;867
174;CAFE NARDI DE 1KG;6186000179251;;SACHETS;5 250,00;5;5,00;0,00;0,00;0,00;0,00;0;0;4500
175;HUILE OLIVE DE 1L;6702215564806;;BOUTEILLE;4 750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;4584
176;AROME 3 LIONS;6043000023420;;BOITE;400,00;5;24,00;0,00;0,00;0,00;0,00;0;0;267
177;PAPIER FILM 30M×30CM;6975253034307;;UNITE;700,00;5;1,00;0,00;0,00;0,00;0,00;0;0;584
178;ALUMINIUM 20M×300MM;6932189765125;;UNITE;1 000,00;5;1,00;0,00;0,00;0,00;0,00;0;0;750
179;SAVON LUX BLANC DE 175G;6181001997521;;CARTON;650,00;5;19,00;0,00;0,00;0,00;0,00;0;0;542
180;PECTOL FRESH;8411500049437;;PAQUET;100,00;5;190,00;0,00;0,00;0,00;0,00;0;0;87
181;CHARBON CHICHA;6999541206344;;UNITE;250,00;5;1,00;0,00;0,00;0,00;0,00;0;0;200
182;ALUMINUIM DE 50M×300MM;6912345602457;;UNITE;2 100,00;5;7,00;0,00;0,00;0,00;0,00;0;0;1500
183;PASTILLE VALDA;6043000050167;;PAIRE;600,00;5;25,00;0,00;0,00;0,00;0,00;0;0;500
184;BRIQUET DE 100F;;;UNITE;100,00;5;99,00;0,00;0,00;0,00;0,00;0;0;55
185;BRIQUET DE 50F;;;UNITE;50,00;5;72,00;0,00;0,00;0,00;0,00;0;0;45
186;INSECTICIDE SOLDA DE 300ML;6920613710117;;UNITE;750,00;5;-2,00;0,00;0,00;0,00;0,00;0;0;709
187;MOUSTICO FATALA SPIRALE;6970439912004;;PAQUET;500,00;5;62,00;0,00;0,00;0,00;0,00;0;0;309
188;BISCUIT BINTO;6194002510071;;PAQUET;600,00;5;10,00;0,00;0,00;0,00;0,00;0;0;450
189;SOFTCARE A+;6033000410412;;SACHETS;600,00;5;30,00;0,00;0,00;0,00;0,00;0;0;292
190;3X ENERGY DE 500ML;4102610508009;;CANNETTE;750,00;5;19,00;0,00;24,00;0,00;0,00;0;0;625
191;3X ENERGY DE 330ML;2310198130914;;CANNETTE;500,00;5;0,00;0,00;42,00;0,00;0,00;0;0;458
192;MAMAN CHOCO L 6×10PCS;;;UNITE;500,00;5;60,00;0,00;0,00;0,00;0,00;0;0;359
193;MAMAN CHOCO M DE 6×10PCS;;;UNITE;500,00;5;60,00;0,00;0,00;0,00;0,00;0;0;359
194;MAMAN CHOCO XL DE 6×10PCS;;;UNITE;500,00;5;60,00;0,00;0,00;0,00;0,00;0;0;359
195;COTON PERFECT MAXI;6186000456000;;SACHETS;500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;375
196;FANTA CANNETTE 33CL;5449000011527;;UNITE;400,00;5;43,00;0,00;72,00;0,00;0,00;0;0;313
197;IVORIO ANANAS 33CL;5999991071418;;CANNETTE;600,00;5;1,00;0,00;0,00;0,00;0,00;0;0;521
198;IVORIO TAMARIN 33CL;5999991011414;;CANNETTE;600,00;5;1,00;0,00;0,00;0,00;0,00;0;0;521
199;IVORIO MANGUE 33CL;5999991021413;;CANNETTE;600,00;5;1,00;0,00;0,00;0,00;0,00;0;0;521
200;IVORIO COCKTAIL 33CL;5999991061419;;CANNETTE;600,00;5;2,00;0,00;0,00;0,00;0,00;0;0;521
201;BISCUIT EN BATON DE 100G;;;UNITE;300,00;5;48,00;0,00;0,00;0,00;0,00;0;0;240
202;CURE-DENT PLASTIC CARRÉ;8512321824767;;BOITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;271
205;CURE-DENT PLASTIC CŒUR;6974184075014;;BOITE;500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;271
206;CURE-DENT EN BOIS P;6945874789108;;BOITE;100,00;5;45,00;0,00;0,00;0,00;0,00;0;0;67
207;CURE-DENT EN BOIS G;6972766010262;;BOITE;300,00;5;14,00;0,00;0,00;0,00;0,00;0;0;250
208;COTON TIGE ROND;8809058410135;;BOITE;500,00;5;9,00;0,00;0,00;0,00;0,00;0;0;375
209;COTON TIGE COULEUR;6971802098110;;BOITE;450,00;5;6,00;0,00;0,00;0,00;0,00;0;0;334
210;COTON TIGE SACHET;6934675100243;;UNITE;100,00;5;27,00;0,00;0,00;0,00;0,00;0;0;47
211;VIGOR DOCTOR 100G;6920790020122;;UNITE;800,00;5;2,00;0,00;0,00;0,00;0,00;0;0;667
212;VIGOR DOCTOR CHARBON;6920790011281;;UNITE;1 000,00;5;12,00;0,00;0,00;0,00;0,00;0;0;959
213;LA VACHE QUI RIT DE 112G;3073781194197;;BOITE;700,00;5;0,00;0,00;0,00;0,00;0,00;0;0;611
214;CREME VANOISE DE 1KG;6191402902420;;BOITE;2 750,00;2;6,00;0,00;0,00;0,00;0,00;0;0;2500
215;PRAWN CRACKERS BEIGNETS DE CREVETTE DE 180G;6917441608280;;PAQUET;375,00;5;48,00;0,00;0,00;0,00;0,00;0;0;267
216;SANTEX ROUGE G;8998866809849;;UNITE;500,00;5;25,00;0,00;0,00;0,00;0,00;0;0;365
217;SANTEX ROUGE P;8998866809825;;UNITE;300,00;5;139,00;0,00;0,00;0,00;0,00;0;0;188
218;SAVON DE MARSEILLE UNO DE 250G;;;UNITE;225,00;5;56,00;0,00;72,00;0,00;0,00;0;0;174
219;COUSCOUS DARI DE 500G;6111094000259;;SACHETS;700,00;5;10,00;0,00;0,00;0,00;0,00;0;0;625
220;CONFU KING;;;SACHETS;250,00;5;26,00;0,00;0,00;0,00;0,00;0;0;206
221;COUSCOUS SIPA DE 500G;3177960004540;;CARTON;1 100,00;5;13,00;0,00;0,00;0,00;0,00;0;0;925
222;FILET DE BAIN 1500F;;;METRE;1 500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1250
223;FILET DE BAIN 1250F;;;METRE;1 250,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1000
224;BOUGIE SIMPLE;;;PAQUET;350,00;5;27,00;0,00;0,00;0,00;0,00;0;0;275
